1,1,5,2015-07-31,5263,555,1,1,0,2015,7,31,31,9.482882883,c,1270,11,2008
2,1,4,2015-07-30,5020,546,1,1,0,2015,7,30,31,9.194139194,c,1270,11,2008
3,1,3,2015-07-29,4782,523,1,1,0,2015,7,29,31,9.143403442,c,1270,11,2008
4,1,2,2015-07-28,5011,560,1,1,0,2015,7,28,31,8.948214286,c,1270,11,2008
5,1,1,2015-07-27,6102,612,1,1,0,2015,7,27,31,9.970588235,c,1270,11,2008
6,1,6,2015-07-25,4364,500,1,1,0,2015,7,25,30,8.728,c,1270,11,2008
7,1,5,2015-07-24,3706,459,1,1,0,2015,7,24,30,8.074074074,c,1270,11,2008
8,1,4,2015-07-23,3769,503,1,1,0,2015,7,23,30,7.49304175,c,1270,11,2008
9,1,3,2015-07-22,3464,463,1,1,0,2015,7,22,30,7.481641469,c,1270,11,2008
10,1,2,2015-07-21,3558,469,1,1,0,2015,7,21,30,7.586353945,c,1270,11,2008
11,1,1,2015-07-20,4395,526,1,1,0,2015,7,20,30,8.355513308,c,1270,11,2008
12,1,6,2015-07-18,4406,512,1,1,0,2015,7,18,29,8.60546875,c,1270,11,2008
13,1,5,2015-07-17,4852,519,1,1,0,2015,7,17,29,9.348747592,c,1270,11,2008
14,1,4,2015-07-16,4427,517,1,1,0,2015,7,16,29,8.562862669,c,1270,11,2008
15,1,3,2015-07-15,4767,550,1,1,0,2015,7,15,29,8.667272727,c,1270,11,2008
16,1,2,2015-07-14,5042,544,1,1,0,2015,7,14,29,9.268382353,c,1270,11,2008
17,1,1,2015-07-13,5054,553,1,1,0,2015,7,13,29,9.139240506,c,1270,11,2008
18,1,6,2015-07-11,3530,441,1,1,0,2015,7,11,28,8.004535147,c,1270,11,2008
19,1,5,2015-07-10,3808,449,1,1,0,2015,7,10,28,8.481069042,c,1270,11,2008
20,1,4,2015-07-09,3897,480,1,1,0,2015,7,9,28,8.11875,c,1270,11,2008
21,1,3,2015-07-08,3797,485,1,1,0,2015,7,8,28,7.828865979,c,1270,11,2008
22,1,2,2015-07-07,3650,485,1,1,0,2015,7,7,28,7.525773196,c,1270,11,2008
23,1,1,2015-07-06,4359,540,1,1,0,2015,7,6,28,8.072222222,c,1270,11,2008
24,1,6,2015-07-04,4797,560,1,1,0,2015,7,4,27,8.566071429,c,1270,11,2008
25,1,5,2015-07-03,4665,538,1,1,0,2015,7,3,27,8.671003717,c,1270,11,2008
26,1,4,2015-07-02,5558,573,1,1,0,2015,7,2,27,9.69982548,c,1270,11,2008
27,1,3,2015-07-01,5223,562,1,1,0,2015,7,1,27,9.293594306,c,1270,11,2008
28,1,2,2015-06-30,5735,568,1,1,0,2015,6,30,27,10.09683099,c,1270,11,2008
29,1,1,2015-06-29,5197,541,1,1,0,2015,6,29,27,9.606284658,c,1270,11,2008
30,1,6,2015-06-27,4019,463,1,1,0,2015,6,27,26,8.680345572,c,1270,11,2008
31,1,5,2015-06-26,3317,420,1,1,0,2015,6,26,26,7.897619048,c,1270,11,2008
32,1,4,2015-06-25,3533,433,1,1,0,2015,6,25,26,8.159353349,c,1270,11,2008
33,1,3,2015-06-24,3346,414,1,1,0,2015,6,24,26,8.082125604,c,1270,11,2008
34,1,2,2015-06-23,3762,447,1,1,0,2015,6,23,26,8.416107383,c,1270,11,2008
35,1,1,2015-06-22,3846,489,1,1,0,2015,6,22,26,7.865030675,c,1270,11,2008
36,1,6,2015-06-20,4097,494,1,1,0,2015,6,20,25,8.293522267,c,1270,11,2008
37,1,5,2015-06-19,4202,487,1,1,0,2015,6,19,25,8.628336756,c,1270,11,2008
38,1,4,2015-06-18,4645,498,1,1,0,2015,6,18,25,9.327309237,c,1270,11,2008
39,1,3,2015-06-17,4000,476,1,1,0,2015,6,17,25,8.403361345,c,1270,11,2008
40,1,2,2015-06-16,4852,503,1,1,0,2015,6,16,25,9.64612326,c,1270,11,2008
41,1,1,2015-06-15,5518,586,1,1,0,2015,6,15,25,9.416382253,c,1270,11,2008
42,1,6,2015-06-13,4256,502,1,1,0,2015,6,13,24,8.478087649,c,1270,11,2008
43,1,5,2015-06-12,3695,422,1,1,0,2015,6,12,24,8.755924171,c,1270,11,2008
44,1,4,2015-06-11,3627,442,1,1,0,2015,6,11,24,8.205882353,c,1270,11,2008
45,1,3,2015-06-10,3591,453,1,1,0,2015,6,10,24,7.927152318,c,1270,11,2008
46,1,2,2015-06-09,4102,485,1,1,0,2015,6,9,24,8.457731959,c,1270,11,2008
47,1,1,2015-06-08,4071,502,1,1,0,2015,6,8,24,8.109561753,c,1270,11,2008
48,2,5,2015-07-31,6064,625,1,1,0,2015,7,31,31,9.7024,a,570,9,2007
49,2,4,2015-07-30,5567,601,1,1,0,2015,7,30,31,9.262895175,a,570,9,2007
50,2,3,2015-07-29,6402,727,1,1,0,2015,7,29,31,8.80605227,a,570,9,2007
51,2,2,2015-07-28,5671,646,1,1,0,2015,7,28,31,8.778637771,a,570,9,2007
52,2,1,2015-07-27,6627,638,1,1,0,2015,7,27,31,10.38714734,a,570,9,2007
53,2,6,2015-07-25,2512,316,1,1,0,2015,7,25,30,7.949367089,a,570,9,2007
54,2,5,2015-07-24,3854,468,1,1,0,2015,7,24,30,8.235042735,a,570,9,2007
55,2,4,2015-07-23,4108,521,1,1,0,2015,7,23,30,7.884836852,a,570,9,2007
56,2,3,2015-07-22,5093,650,1,1,0,2015,7,22,30,7.835384615,a,570,9,2007
57,2,2,2015-07-21,3836,532,1,1,0,2015,7,21,30,7.210526316,a,570,9,2007
58,2,1,2015-07-20,4435,564,1,1,0,2015,7,20,30,7.863475177,a,570,9,2007
59,2,6,2015-07-18,3417,359,1,1,0,2015,7,18,29,9.51810585,a,570,9,2007
60,2,5,2015-07-17,4518,495,1,1,0,2015,7,17,29,9.127272727,a,570,9,2007
61,2,4,2015-07-16,5062,544,1,1,0,2015,7,16,29,9.305147059,a,570,9,2007
62,2,3,2015-07-15,6406,780,1,1,0,2015,7,15,29,8.212820513,a,570,9,2007
63,2,2,2015-07-14,6122,645,1,1,0,2015,7,14,29,9.491472868,a,570,9,2007
64,2,1,2015-07-13,6874,687,1,1,0,2015,7,13,29,10.00582242,a,570,9,2007
65,2,6,2015-07-11,2677,311,1,1,0,2015,7,11,28,8.607717042,a,570,9,2007
66,2,5,2015-07-10,4384,539,1,1,0,2015,7,10,28,8.133580705,a,570,9,2007
67,2,4,2015-07-09,4082,495,1,1,0,2015,7,9,28,8.246464646,a,570,9,2007
68,2,3,2015-07-08,5676,693,1,1,0,2015,7,8,28,8.19047619,a,570,9,2007
69,2,2,2015-07-07,4313,531,1,1,0,2015,7,7,28,8.122410546,a,570,9,2007
70,2,1,2015-07-06,4132,523,1,1,0,2015,7,6,28,7.900573614,a,570,9,2007
71,2,6,2015-07-04,4475,1147,1,1,0,2015,7,4,27,3.901482127,a,570,9,2007
72,2,5,2015-07-03,4838,1029,1,1,0,2015,7,3,27,4.701652089,a,570,9,2007
73,2,4,2015-07-02,6189,921,1,1,0,2015,7,2,27,6.719869707,a,570,9,2007
74,2,3,2015-07-01,6431,786,1,1,0,2015,7,1,27,8.181933842,a,570,9,2007
75,2,2,2015-06-30,9863,877,1,1,0,2015,6,30,27,11.24629418,a,570,9,2007
76,2,1,2015-06-29,7961,734,1,1,0,2015,6,29,27,10.84604905,a,570,9,2007
77,2,6,2015-06-27,2404,303,1,1,0,2015,6,27,26,7.933993399,a,570,9,2007
78,2,5,2015-06-26,3953,476,1,1,0,2015,6,26,26,8.304621849,a,570,9,2007
79,2,4,2015-06-25,4022,508,1,1,0,2015,6,25,26,7.917322835,a,570,9,2007
80,2,3,2015-06-24,4805,654,1,1,0,2015,6,24,26,7.347094801,a,570,9,2007
81,2,2,2015-06-23,4094,512,1,1,0,2015,6,23,26,7.99609375,a,570,9,2007
82,2,1,2015-06-22,4123,491,1,1,0,2015,6,22,26,8.397148676,a,570,9,2007
83,2,6,2015-06-20,3020,323,1,1,0,2015,6,20,25,9.349845201,a,570,9,2007
84,2,5,2015-06-19,4926,544,1,1,0,2015,6,19,25,9.055147059,a,570,9,2007
85,2,4,2015-06-18,5154,594,1,1,0,2015,6,18,25,8.676767677,a,570,9,2007
86,2,3,2015-06-17,6924,805,1,1,0,2015,6,17,25,8.601242236,a,570,9,2007
87,2,2,2015-06-16,6243,648,1,1,0,2015,6,16,25,9.634259259,a,570,9,2007
88,2,1,2015-06-15,8106,762,1,1,0,2015,6,15,25,10.63779528,a,570,9,2007
89,2,6,2015-06-13,2574,319,1,1,0,2015,6,13,24,8.068965517,a,570,9,2007
90,2,5,2015-06-12,3539,480,1,1,0,2015,6,12,24,7.372916667,a,570,9,2007
91,2,4,2015-06-11,4240,515,1,1,0,2015,6,11,24,8.233009709,a,570,9,2007
92,2,3,2015-06-10,5035,680,1,1,0,2015,6,10,24,7.404411765,a,570,9,2007
93,2,2,2015-06-09,4097,560,1,1,0,2015,6,9,24,7.316071429,a,570,9,2007
94,2,1,2015-06-08,3918,501,1,1,0,2015,6,8,24,7.820359281,a,570,9,2007
95,3,5,2015-07-31,8314,821,1,1,0,2015,7,31,31,10.12667479,a,14130,5,2006
96,3,4,2015-07-30,8977,823,1,1,0,2015,7,30,31,10.90765492,a,14130,5,2006
97,3,3,2015-07-29,7610,716,1,1,0,2015,7,29,31,10.62849162,a,14130,5,2006
98,3,2,2015-07-28,8864,818,1,1,0,2015,7,28,31,10.83618582,a,14130,5,2006
99,3,1,2015-07-27,8107,768,1,1,0,2015,7,27,31,10.55598958,a,14130,5,2006
100,3,6,2015-07-25,3878,412,1,1,0,2015,7,25,30,9.412621359,a,14130,5,2006
101,3,5,2015-07-24,5080,607,1,1,0,2015,7,24,30,8.369028007,a,14130,5,2006
102,3,4,2015-07-23,5702,655,1,1,0,2015,7,23,30,8.705343511,a,14130,5,2006
103,3,3,2015-07-22,5414,607,1,1,0,2015,7,22,30,8.919275124,a,14130,5,2006
104,3,2,2015-07-21,5600,661,1,1,0,2015,7,21,30,8.472012103,a,14130,5,2006
105,3,1,2015-07-20,5798,671,1,1,0,2015,7,20,30,8.640834575,a,14130,5,2006
106,3,6,2015-07-18,4258,417,1,1,0,2015,7,18,29,10.21103118,a,14130,5,2006
107,3,5,2015-07-17,6679,673,1,1,0,2015,7,17,29,9.924219911,a,14130,5,2006
108,3,4,2015-07-16,7909,812,1,1,0,2015,7,16,29,9.740147783,a,14130,5,2006
109,3,3,2015-07-15,8663,865,1,1,0,2015,7,15,29,10.0150289,a,14130,5,2006
110,3,2,2015-07-14,8625,769,1,1,0,2015,7,14,29,11.21586476,a,14130,5,2006
111,3,1,2015-07-13,9462,812,1,1,0,2015,7,13,29,11.65270936,a,14130,5,2006
112,3,6,2015-07-11,4011,409,1,1,0,2015,7,11,28,9.806845966,a,14130,5,2006
113,3,5,2015-07-10,6316,689,1,1,0,2015,7,10,28,9.166908563,a,14130,5,2006
114,3,4,2015-07-09,6613,691,1,1,0,2015,7,9,28,9.570188133,a,14130,5,2006
115,3,3,2015-07-08,6347,680,1,1,0,2015,7,8,28,9.333823529,a,14130,5,2006
116,3,2,2015-07-07,6180,657,1,1,0,2015,7,7,28,9.406392694,a,14130,5,2006
117,3,1,2015-07-06,6736,734,1,1,0,2015,7,6,28,9.177111717,a,14130,5,2006
118,3,6,2015-07-04,4482,456,1,1,0,2015,7,4,27,9.828947368,a,14130,5,2006
119,3,5,2015-07-03,8149,742,1,1,0,2015,7,3,27,10.98247978,a,14130,5,2006
120,3,4,2015-07-02,7450,701,1,1,0,2015,7,2,27,10.62767475,a,14130,5,2006
121,3,3,2015-07-01,8311,772,1,1,0,2015,7,1,27,10.76554404,a,14130,5,2006
122,3,2,2015-06-30,13261,1072,1,1,0,2015,6,30,27,12.37033582,a,14130,5,2006
123,3,1,2015-06-29,10243,817,1,1,0,2015,6,29,27,12.5373317,a,14130,5,2006
124,3,6,2015-06-27,5156,641,1,1,0,2015,6,27,26,8.043681747,a,14130,5,2006
125,3,5,2015-06-26,6222,698,1,1,0,2015,6,26,26,8.914040115,a,14130,5,2006
126,3,4,2015-06-25,5763,693,1,1,0,2015,6,25,26,8.316017316,a,14130,5,2006
127,3,3,2015-06-24,5448,633,1,1,0,2015,6,24,26,8.606635071,a,14130,5,2006
128,3,2,2015-06-23,6757,779,1,1,0,2015,6,23,26,8.67394095,a,14130,5,2006
129,3,1,2015-06-22,5840,638,1,1,0,2015,6,22,26,9.153605016,a,14130,5,2006
130,3,6,2015-06-20,3891,424,1,1,0,2015,6,20,25,9.176886792,a,14130,5,2006
131,3,5,2015-06-19,8074,797,1,1,0,2015,6,19,25,10.13048934,a,14130,5,2006
132,3,4,2015-06-18,7537,743,1,1,0,2015,6,18,25,10.14401077,a,14130,5,2006
133,3,3,2015-06-17,8524,821,1,1,0,2015,6,17,25,10.38246041,a,14130,5,2006
134,3,2,2015-06-16,9780,911,1,1,0,2015,6,16,25,10.73545554,a,14130,5,2006
135,3,1,2015-06-15,10818,955,1,1,0,2015,6,15,25,11.32774869,a,14130,5,2006
136,3,6,2015-06-13,4687,492,1,1,0,2015,6,13,24,9.526422764,a,14130,5,2006
137,3,5,2015-06-12,6181,681,1,1,0,2015,6,12,24,9.076358297,a,14130,5,2006
138,3,4,2015-06-11,5656,699,1,1,0,2015,6,11,24,8.091559371,a,14130,5,2006
139,3,3,2015-06-10,6440,719,1,1,0,2015,6,10,24,8.956884562,a,14130,5,2006
140,3,2,2015-06-09,7127,772,1,1,0,2015,6,9,24,9.231865285,a,14130,5,2006
141,3,1,2015-06-08,6567,766,1,1,0,2015,6,8,24,8.57310705,a,14130,5,2006
142,4,5,2015-07-31,13995,1498,1,1,0,2015,7,31,31,9.342456609,c,620,4,2009
143,4,4,2015-07-30,10387,1276,1,1,0,2015,7,30,31,8.140282132,c,620,4,2009
144,4,3,2015-07-29,10514,1258,1,1,0,2015,7,29,31,8.357710652,c,620,4,2009
145,4,2,2015-07-28,10275,1191,1,1,0,2015,7,28,31,8.62720403,c,620,4,2009
146,4,1,2015-07-27,11812,1379,1,1,0,2015,7,27,31,8.565627266,c,620,4,2009
147,4,6,2015-07-25,9322,1219,1,1,0,2015,7,25,30,7.647251846,c,620,4,2009
148,4,5,2015-07-24,8322,1108,1,1,0,2015,7,24,30,7.510830325,c,620,4,2009
149,4,4,2015-07-23,7286,1101,1,1,0,2015,7,23,30,6.617620345,c,620,4,2009
150,4,3,2015-07-22,8503,1108,1,1,0,2015,7,22,30,7.674187726,c,620,4,2009
151,4,2,2015-07-21,9176,1149,1,1,0,2015,7,21,30,7.986074848,c,620,4,2009
152,4,1,2015-07-20,10283,1348,1,1,0,2015,7,20,30,7.628338279,c,620,4,2009
153,4,6,2015-07-18,9703,1284,1,1,0,2015,7,18,29,7.556853583,c,620,4,2009
154,4,5,2015-07-17,10514,1343,1,1,0,2015,7,17,29,7.828741623,c,620,4,2009
155,4,4,2015-07-16,11432,1417,1,1,0,2015,7,16,29,8.067748765,c,620,4,2009
156,4,3,2015-07-15,11126,1377,1,1,0,2015,7,15,29,8.079883805,c,620,4,2009
157,4,2,2015-07-14,12315,1485,1,1,0,2015,7,14,29,8.292929293,c,620,4,2009
158,4,1,2015-07-13,13550,1619,1,1,0,2015,7,13,29,8.369363805,c,620,4,2009
159,4,6,2015-07-11,10996,1401,1,1,0,2015,7,11,28,7.848679515,c,620,4,2009
160,4,5,2015-07-10,9177,1245,1,1,0,2015,7,10,28,7.371084337,c,620,4,2009
161,4,4,2015-07-09,9093,1185,1,1,0,2015,7,9,28,7.673417722,c,620,4,2009
162,4,3,2015-07-08,8620,1134,1,1,0,2015,7,8,28,7.601410935,c,620,4,2009
163,4,2,2015-07-07,8127,1103,1,1,0,2015,7,7,28,7.368087035,c,620,4,2009
164,4,1,2015-07-06,9967,1373,1,1,0,2015,7,6,28,7.259286235,c,620,4,2009
165,4,6,2015-07-04,9358,1257,1,1,0,2015,7,4,27,7.444709626,c,620,4,2009
166,4,5,2015-07-03,11543,1395,1,1,0,2015,7,3,27,8.274551971,c,620,4,2009
167,4,4,2015-07-02,10323,1333,1,1,0,2015,7,2,27,7.744186047,c,620,4,2009
168,4,3,2015-07-01,11216,1359,1,1,0,2015,7,1,27,8.253127299,c,620,4,2009
